config,el,Unnamed: 0,electrode,stim_unit,pad_id,stim_unit_offset,imp_voltage_uV,imp_kOhm,imp_stim_ratio
el_config_pad0010,3,3,1946,,257.0,767,11.149269023961214,0.0,0.0009001459554490666
el_config_pad0010,4,4,1945,,257.0,767,10.685994592403363,0.0,0.0008627430902985758
el_config_pad0010,5,5,3485,,255.0,767,46.04070930844564,0.0,0.003717136807887264
el_config_pad0010,6,6,2595,,225.0,767,25.904701032447576,0.0,0.0020914386235870294
el_config_pad0010,7,7,2594,,225.0,767,28.155869083347884,0.0,0.0022731886389197944
el_config_pad0010,8,8,3266,,255.0,767,8.729642034648068,0.0,0.0007047952608479416
el_config_pad0010,9,9,1947,,257.0,767,18.89241682811974,0.0,0.0015252957444960677
el_config_pad0010,10,10,5614,,10.0,767,16.58539036250301,0.0,0.001339035951349464
el_config_pad0010,11,11,5394,,10.0,767,12.431113179191136,0.0,0.0010036367609329486
el_config_pad0010,12,12,4734,,11.0,767,44.01498446410921,0.0,0.003553588146395349
el_config_pad0010,13,13,5613,17.0,10.0,767,12386.06801093612,61.9303400546806,1.0
el_config_pad0011,0,0,3486,,255.0,767,17.749778933976486,0.0,0.0014383136245223564
el_config_pad0011,1,1,1726,,257.0,767,17.863999191489338,0.0,0.001447569207546138
el_config_pad0011,2,2,3487,,255.0,767,11.137680924496905,0.0,0.0009025170555010292
el_config_pad0011,3,3,1946,,257.0,767,14.105112603999135,0.0,0.0011429762426460226
el_config_pad0011,4,4,1945,,257.0,767,10.32789908030394,0.0,0.0008368981954731961
el_config_pad0011,5,5,3485,,255.0,767,52.43397568107452,0.0,0.00424886990933739
el_config_pad0011,6,6,3266,,255.0,767,13.372723616895106,0.0,0.001083628739642172
el_config_pad0011,7,7,1947,,257.0,767,17.05590155877137,0.0,0.001382086823827113
el_config_pad0011,8,8,6934,,8.0,767,13.353226582035376,0.0,0.0010820488410428234
el_config_pad0011,9,9,5394,,10.0,767,12.837743469734413,0.0,0.0010402778203224227
el_config_pad0011,10,10,7153,,8.0,767,22.36467167178823,0.0,0.0018122711326802833
el_config_pad0011,11,11,5614,,10.0,767,12.650020377524276,0.0,0.0010250660995360604
el_config_pad0011,12,12,4734,17.0,11.0,767,12340.687476885256,61.70343738442627,1.0
el_config_pad0011,13,13,7154,,8.0,767,14.376868694289945,0.0,0.0011649973894257157
el_config_pad0011,14,14,5613,,10.0,767,10.73480719593569,0.0,0.0008698710842521974
el_config_pad0012,0,0,4806,,253.0,767,34.50437614398377,0.0,0.0029991508424562227
el_config_pad0012,1,1,4135,,223.0,767,35.21458433223262,0.0,0.0030608827653061665
el_config_pad0012,2,2,5025,,253.0,767,14.526860753901,0.0,0.0012626875642237352
el_config_pad0012,3,3,3915,,223.0,767,12.107237520799373,0.0,0.0010523717762291535
el_config_pad0012,4,4,4805,,253.0,767,34.32128394027902,0.0,0.002983236306436303
el_config_pad0012,5,5,4807,,253.0,767,19.10051457898083,0.0,0.0016602335933230913
el_config_pad0012,6,6,2595,,225.0,767,26.854202589408324,0.0,0.002334191001843605
el_config_pad0012,7,7,2594,,225.0,767,26.199941008077055,0.0,0.0022773220074688563
el_config_pad0012,8,8,4134,,223.0,767,12.65261053738835,0.0,0.0010997760804058257
el_config_pad0012,9,9,5026,,253.0,767,20.970968103861544,0.0,0.0018228150653518019
el_config_pad0012,10,10,4075,18.0,12.0,767,11504.715153215044,57.52357576607521,1.0
el_config_pad0012,11,11,4073,,12.0,767,24.32601223938186,0.0,0.0021144384641790847
el_config_pad0012,12,12,3854,,12.0,767,12.55512022954382,0.0,0.001091302136762181
el_config_pad0012,13,13,3194,,13.0,767,18.75878845216308,0.0,0.0016305304566294155
el_config_pad0012,14,14,3414,,13.0,767,18.3117132102487,0.0,0.001591670281826266
el_config_pad0013,0,0,4806,,253.0,767,27.215122541215415,0.0,0.002211599637987786
el_config_pad0013,1,1,3486,,255.0,767,20.193690075710276,0.0,0.0016410125507773624
el_config_pad0013,2,2,5025,,253.0,767,11.977612374835923,0.0,0.0009733442556442055
el_config_pad0013,3,3,3487,,255.0,767,14.069204989473313,0.0,0.0011433146631757013
el_config_pad0013,4,4,4805,,253.0,767,36.32909407348431,0.0,0.002952234044864747
el_config_pad0013,5,5,4807,,253.0,767,18.36783383835696,0.0,0.0014926368457834581
el_config_pad0013,6,6,3266,,255.0,767,12.94679607397185,0.0,0.0010521036407951112
el_config_pad0013,7,7,3485,,255.0,767,43.06857992395922,0.0,0.0034999091267814814
el_config_pad0013,8,8,2595,,225.0,767,25.274387475242364,0.0,0.0020538884624148645
el_config_pad0013,9,9,2594,,225.0,767,33.59381582729646,0.0,0.0027299554065854737
el_config_pad0013,10,10,5026,,253.0,767,20.05723522125934,0.0,0.0016299237340267364
el_config_pad0013,11,11,4075,,12.0,767,56.78721096367155,0.0,0.004614734878352792
el_config_pad0013,12,12,4073,,12.0,767,22.068638190643675,0.0,0.0017933776399278079
el_config_pad0013,13,13,3854,,12.0,767,15.136928607440812,0.0,0.001230081759792363
el_config_pad0013,14,14,3194,,13.0,767,16.08928409445279,0.0,0.0013074736233462249
el_config_pad0013,15,15,3414,17.0,13.0,767,12305.628050281726,61.52814025140863,1.0
el_config_pad0015,0,0,6566,,251.0,767,15.81988811204338,0.0,0.00131890286065981
